2019-04-17 13:31:23.579592,updated,UKIM20010058198,LAN,Red,PAKISTAN,KARACHI, ," LAN DEVICE KARNDCAPRO01A IS DOWN AT KARACHI - WEST WHARF, PAKISTAN.",Number of Users Affected: 40 (In Business hours) and its 5-10 during off business hours.," As SFP and interface has been verified yesterday, OBS advised local contact to arrange spare fiber cables and fiber vendor as well along with optical power meter for more troubleshoot/test .", FE is on site and working on it . OBS is working with FE to fix this connectivity issue as soon as possible .
2019-04-17 13:31:30.797660,new,UKIM20010059596,LAN,Yellow,INDIA,DELHI, ," CORE SWITCH SLGNDCC001 AT SILIGURI DEPOT IS FAULTY, SERVICES ARE RUNNING ON CUSTOMER SPARE SWITCH.",Currently there is no impact at site., OBS had raised RMA for subjective device and will share the part ETA shortly., Orange Business Services will coordinate with their internal team to expedite the part delivery process.
2019-04-17 13:31:30.838756,updated,UKIM20010058198,LAN,Red,PAKISTAN,KARACHI, ," LAN DEVICE KARNDCAPRO01A IS DOWN AT KARACHI - WEST WHARF, PAKISTAN.",Number of Users Affected: 40 (In Business hours) and its 5-10 during off business hours.," As SFP and interface has been verified yesterday, OBS advised local contact to arrange spare fiber cables and fiber vendor as well along with optical power meter for more troubleshoot/test . On 17 April FE reached on site 9:30 AM local time and joined the WebEx around 9:45 AM. OBS Tried to move por", FE is on site and working on it . OBS is working with FE to fix this connectivity issue as soon as possible .
2019-04-17 13:31:45.263365,updated,UKIM20010058198,LAN,Red,PAKISTAN,KARACHI, ," LAN DEVICE KARNDCAPRO01A IS DOWN AT KARACHI - WEST WHARF, PAKISTAN.",Number of Users Affected: 40 (In Business hours) and its 5-10 during off business hours.," As SFP and interface has been verified yesterday, OBS advised local contact to arrange spare fiber cables and fiber vendor as well along with optical power meter for more troubleshoot/test .", FE is on site and working on it . OBS is working with FE to fix this connectivity issue as soon as possible .
2019-04-17 13:31:51.097363,new,UKIM20010059596,LAN,Yellow,INDIA,DELHI, ," CORE SWITCH SLGNDCC001 AT SILIGURI DEPOT IS FAULTY, SERVICES ARE RUNNING ON CUSTOMER SPARE SWITCH.",Currently there is no impact at site., OBS had raised RMA for subjective device and will share the part ETA shortly., Orange Business Services will coordinate with their internal team to expedite the part delivery process.
2019-04-17 13:31:51.157522,updated,UKIM20010058198,LAN,Red,PAKISTAN,KARACHI, ," LAN DEVICE KARNDCAPRO01A IS DOWN AT KARACHI - WEST WHARF, PAKISTAN.",Number of Users Affected: 40 (In Business hours) and its 5-10 during off business hours.," As SFP and interface has been verified yesterday, OBS advised local contact to arrange spare fiber cables and fiber vendor as well along with optical power meter for more troubleshoot/test . On 17 April FE reached on site 9:30 AM local time and joined the WebEx around 9:45 AM. OBS Tried to move por", FE is on site and working on it . OBS is working with FE to fix this connectivity issue as soon as possible .
2019-04-17 13:32:04.952738,updated,UKIM20010058198,LAN,Red,PAKISTAN,KARACHI, ," LAN DEVICE KARNDCAPRO01A IS DOWN AT KARACHI - WEST WHARF, PAKISTAN.",Number of Users Affected: 40 (In Business hours) and its 5-10 during off business hours.," As SFP and interface has been verified yesterday, OBS advised local contact to arrange spare fiber cables and fiber vendor as well along with optical power meter for more troubleshoot/test .", FE is on site and working on it . OBS is working with FE to fix this connectivity issue as soon as possible .
2019-04-17 13:32:10.791934,new,UKIM20010059596,LAN,Yellow,INDIA,DELHI, ," CORE SWITCH SLGNDCC001 AT SILIGURI DEPOT IS FAULTY, SERVICES ARE RUNNING ON CUSTOMER SPARE SWITCH.",Currently there is no impact at site., OBS had raised RMA for subjective device and will share the part ETA shortly., Orange Business Services will coordinate with their internal team to expedite the part delivery process.
2019-04-17 13:32:10.838297,updated,UKIM20010058198,LAN,Red,PAKISTAN,KARACHI, ," LAN DEVICE KARNDCAPRO01A IS DOWN AT KARACHI - WEST WHARF, PAKISTAN.",Number of Users Affected: 40 (In Business hours) and its 5-10 during off business hours.," As SFP and interface has been verified yesterday, OBS advised local contact to arrange spare fiber cables and fiber vendor as well along with optical power meter for more troubleshoot/test . On 17 April FE reached on site 9:30 AM local time and joined the WebEx around 9:45 AM. OBS Tried to move por", FE is on site and working on it . OBS is working with FE to fix this connectivity issue as soon as possible .
2019-04-18 11:41:15.136767,updated,USIM10017484985,LAN/WAN,Yellow,PAKISTAN,KARACHI, ," PACKET DROPS ON PKHI375 KARACHI WEST WHARF, PAKISTAN. TRAFFIC SHIFTED TO PKHI376",No impact reported post shifting the traffic to PKHI376., Traffic shifted to PKHI376 and TELCO had involved for the services restoration on PKHI375. RFO was shared by provider PDL Equipment was hanged at Multinet Datacenter Islamabad. The issue has been resolved permanently . On April 16th OBS have sent a reminder to the customer to confirm a suitable tim, OBS will follow-up with local contact to obtain time window to shift the traffic from secondary to primary link.
2019-04-18 11:48:23.170723,updated,USIM10017493132,LAN/WAN,Yellow,INDIA,DELHI, ," THE BACKUP CONNECTION IN RANCHI CFA, INDIA IS DOWN- PRIMARY IS UP.",This is not business or service affecting as all production traffic is routing via the primary circuit as per normal., Backup Connection is down due to infrastructure issue ( power earth/ground termination ) . Cost of hardware repair is being revised as the fault was generated due to customer responsibility issue . On April 18th OBS have given go-ahead to provider for replacement of faulty device and waiting for es, On April 18th OBS have given go-ahead to provider for replacement of faulty device and waiting for estimated time from them .
2019-04-18 11:48:37.836791,updated,USIM10017493132,LAN/WAN,Yellow,INDIA,DELHI,Submit," THE BACKUP CONNECTION IN RANCHI CFA, INDIA IS DOWN- PRIMARY IS UP.",This is not business or service affecting as all production traffic is routing via the primary circuit as per normal., Backup Connection is down due to infrastructure issue ( power earth/ground termination ) . Cost of hardware repair is being revised as the fault was generated due to customer responsibility issue . On April 18th OBS have given go-ahead to provider for replacement of faulty device and waiting for es, On April 18th OBS have given go-ahead to provider for replacement of faulty device and waiting for estimated time from them .
2019-04-18 11:54:45.555553,finished,UKIM20010062813,WAN,Yellow,MALAYSIA,QUILL, ," RETROSPECTIVE: MULTIPLE CLIENT SWITCHES AT QUILL 9,PETALING JAYA SITE, MALAYSIA WERE DOWN.",There was no business impact during the Power Failure as Users were connected to network via WIFI., Subjective switches were power rebooted and are working normally now., Switch devices are working normally post power reboot. This LOW Impact RTPA is now closed.
2019-04-18 11:57:59.784537,updated,USIM10017479522,LAN,Yellow,ITALY,VERONA, ," ONE STACK MEMBER OF A LAN SWITCH IS DOWN ON COMPUTER ROOM, BUILDING 42, ROSIA, ITALY.",There is no business impact as all impacted users were moved to other working switches ., OBS had requested local contact to share time window to do replacement activity. Today April 16th OBS sent a reminder to the end user to confirm a time window . On April 18th OBS has not yet received a time window Hence OBS will check again during the business hour., OBS will chase again with the local contact to provide 2 hours time window to replace the faulty stack switch.
2019-04-18 12:13:35.019361,new,USIM10017499165,WAN,Orange,EGYPT,CAIRO, , ALL DATA COMMUNICATION TO MANSOURA SALES OFFICE IN EGYPT ARE DOWN,Exact impact has not been confirmed by customer but as per him power will be resumed shortly., OBS has contacted the local user and confirmed that there is power issue at site and will be resumed to normal shortly., OBS will keep on following with customer to check the power condition of site.
2019-04-18 12:14:06.605686,new,USIM10017499165,WAN,Orange,EGYPT,CAIRO,unable to detect Submit button, ALL DATA COMMUNICATION TO MANSOURA SALES OFFICE IN EGYPT ARE DOWN,Exact impact has not been confirmed by customer but as per him power will be resumed shortly., OBS has contacted the local user and confirmed that there is power issue at site and will be resumed to normal shortly., OBS will keep on following with customer to check the power condition of site.
2019-04-18 12:16:31.317691,,,,,,,"(-2146959355, 'Server execution failed', None, None)",,,,
2019-04-18 12:17:07.926177,,,,,,,"(-2146959355, 'Server execution failed', None, None)",,,,
2019-04-18 12:17:44.380024,,,,,,,"(-2146959355, 'Server execution failed', None, None)",,,,
2019-04-18 12:17:53.880322,new,USIM10017499165,WAN,Orange,EGYPT,CAIRO, , ALL DATA COMMUNICATION TO MANSOURA SALES OFFICE IN EGYPT ARE DOWN,Exact impact has not been confirmed by customer but as per him power will be resumed shortly., OBS has contacted the local user and confirmed that there is power issue at site and will be resumed to normal shortly., OBS will keep on following with customer to check the power condition of site.
2019-04-18 12:18:01.178747,,,,,,,Property '<unknown>.Unread' can not be set.,,,,
2019-04-18 12:18:11.568366,new,USIM10017499165,WAN,Orange,EGYPT,CAIRO, , ALL DATA COMMUNICATION TO MANSOURA SALES OFFICE IN EGYPT ARE DOWN,Exact impact has not been confirmed by customer but as per him power will be resumed shortly., OBS has contacted the local user and confirmed that there is power issue at site and will be resumed to normal shortly., OBS will keep on following with customer to check the power condition of site.
2019-04-18 12:18:17.616480,new,USIM10017499165,WAN,Orange,EGYPT,CAIRO,Duplicate, ALL DATA COMMUNICATION TO MANSOURA SALES OFFICE IN EGYPT ARE DOWN,Exact impact has not been confirmed by customer but as per him power will be resumed shortly., OBS has contacted the local user and confirmed that there is power issue at site and will be resumed to normal shortly., OBS will keep on following with customer to check the power condition of site.
2019-04-18 12:19:06.039385,,,,,,,"(-2146959355, 'Server execution failed', None, None)",,,,
2019-04-18 12:19:41.155759,,,,,,,"(-2146959355, 'Server execution failed', None, None)",,,,
2019-04-18 12:20:16.277847,,,,,,,"(-2146959355, 'Server execution failed', None, None)",,,,
